image_path,label,provenance
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000519_020.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000853_019.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000219_001.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000199_013.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000948_025.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000209_004.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000899_014.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000867_010.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001486_011.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000613_009.jpg,ANXIOUS,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000104_024.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001136_027.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001322_017.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000265_014.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000945_013.jpg,ANXIOUS,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000173_022.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001367_005.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000666_016.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000904_029.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001425_014.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000432_013.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000154_028.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000109_016.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000541_016.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000658_016.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000175_012.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000551_015.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000216_020.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000949_005.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000638_029.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001121_016.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000912_014.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000356_013.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000926_027.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000890_010.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000509_005.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000618_004.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000159_018.jpg,ANXIOUS,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001498_015.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000376_025.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001317_008.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000574_018.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000358_014.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001143_010.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000948_000.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000623_027.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001379_017.jpg,ANXIOUS,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000526_027.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000828_016.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000131_002.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000543_019.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000075_004.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000810_028.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001001_029.jpg,ANXIOUS,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000619_015.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000149_004.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000511_024.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001403_019.jpg,ANXIOUS,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000808_027.jpg,ANXIOUS,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000515_006.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001228_025.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000988_002.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001134_018.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000307_017.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000614_006.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000298_022.jpg,ANXIOUS,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000578_011.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001390_023.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001329_021.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000610_002.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001441_023.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001063_022.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001439_021.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000998_001.jpg,ANXIOUS,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000905_013.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000526_005.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000296_013.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001252_026.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001215_010.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000196_010.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000111_026.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000234_019.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000334_001.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000350_020.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001051_015.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001469_025.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000143_013.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000960_023.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000952_007.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001468_025.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001157_011.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001303_015.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000587_000.jpg,ANXIOUS,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001370_000.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000024_008.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000244_015.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001324_005.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000617_026.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000860_027.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000237_021.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000666_027.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001076_014.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000346_010.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001122_020.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000007_008.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000611_014.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001231_019.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000395_016.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001247_025.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000228_017.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000676_008.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001498_008.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000447_019.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000935_001.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000354_008.jpg,ANXIOUS,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001330_021.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001308_020.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000001_027.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001475_013.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000828_006.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001203_028.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000043_021.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000238_006.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000908_002.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000694_015.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000564_014.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000134_009.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000566_025.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001404_010.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000173_020.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000187_013.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001199_012.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000154_009.jpg,ANXIOUS,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001313_022.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000267_000.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000273_013.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001173_028.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001361_001.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000362_016.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000614_014.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001298_015.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001492_014.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001053_017.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000514_000.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001330_017.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000452_021.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000803_028.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000996_013.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000933_026.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001084_012.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001273_001.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001115_008.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000257_017.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000581_000.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000536_007.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000144_021.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000856_003.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000048_014.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001450_013.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001372_005.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000546_018.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001450_022.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000528_002.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000015_018.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000158_028.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000135_027.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000543_015.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000151_001.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000073_001.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000840_017.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000158_019.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001265_007.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000561_023.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000640_019.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001198_003.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000517_019.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001330_012.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000282_007.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001411_000.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001422_017.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001168_015.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000571_011.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001168_024.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001014_025.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000428_013.jpg,ANXIOUS,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000202_019.jpg,ANXIOUS,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000209_014.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001069_015.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000888_015.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001054_002.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001023_020.jpg,ANXIOUS,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001154_021.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000127_019.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000211_028.jpg,PLAYFUL,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000138_009.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001005_001.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000858_028.jpg,ANXIOUS,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000234_009.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000582_006.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000431_001.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000427_027.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001322_020.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001108_024.jpg,ANXIOUS,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000300_020.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000408_008.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000640_020.jpg,ALERT,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00001143_026.jpg,RELAXED,ai
C:\Users\HP\OneDrive\Desktop\catalyze v.2\data\raw\crawford\images\00000584_002.jpg,ALERT,ai
